date,msci
10/17/2012,"1,339.648"
10/18/2012,"1,339.546"
10/19/2012,"1,322.284"
10/22/2012,"1,320.864"
10/23/2012,"1,299.994"
10/24/2012,"1,298.764"
10/25/2012,"1,302.766"
10/26/2012,"1,300.227"
10/29/2012,"1,296.962"
10/30/2012,"1,302.183"
10/31/2012,"1,301.522"
11/01/2012,"1,313.188"
11/02/2012,"1,305.773"
11/05/2012,"1,303.371"
11/06/2012,"1,311.419"
11/07/2012,"1,289.111"
11/08/2012,"1,276.725"
11/09/2012,"1,276.025"
11/12/2012,"1,274.319"
11/13/2012,"1,271.854"
11/14/2012,"1,257.115"
11/15/2012,"1,253.860"
11/16/2012,"1,253.305"
11/19/2012,"1,280.860"
11/20/2012,"1,281.290"
11/21/2012,"1,284.324"
11/22/2012,"1,290.502"
11/23/2012,"1,304.854"
11/26/2012,"1,302.634"
11/27/2012,"1,299.362"
11/28/2012,"1,303.848"
11/29/2012,"1,314.671"
11/30/2012,"1,315.493"
12/03/2012,"1,314.301"
12/04/2012,"1,314.017"
12/05/2012,"1,315.398"
12/06/2012,"1,319.126"
12/07/2012,"1,320.740"
12/10/2012,"1,321.959"
12/11/2012,"1,329.939"
12/12/2012,"1,332.270"
12/13/2012,"1,327.621"
12/14/2012,"1,325.492"
12/17/2012,"1,335.205"
12/18/2012,"1,347.923"
12/19/2012,"1,348.902"
12/20/2012,"1,351.852"
12/21/2012,"1,341.064"
12/24/2012,"1,338.336"
12/25/2012,"1,339.040"
12/26/2012,"1,335.981"
12/27/2012,"1,336.299"
12/28/2012,"1,326.835"
12/31/2012,"1,338.500"
01/01/2013,"1,338.552"
01/02/2013,"1,367.384"
01/03/2013,"1,364.387"
01/04/2013,"1,370.111"
01/07/2013,"1,366.907"
01/08/2013,"1,362.247"
01/09/2013,"1,367.154"
01/10/2013,"1,378.485"
01/11/2013,"1,381.941"
01/14/2013,"1,380.205"
01/15/2013,"1,382.741"
01/16/2013,"1,378.915"
01/17/2013,"1,386.161"
01/18/2013,"1,388.113"
01/21/2013,"1,389.576"
01/22/2013,"1,393.619"
01/23/2013,"1,393.040"
01/24/2013,"1,396.136"
01/25/2013,"1,405.466"
01/28/2013,"1,403.040"
01/29/2013,"1,410.675"
01/30/2013,"1,409.466"
01/31/2013,"1,405.466"
02/01/2013,"1,416.788"
02/04/2013,"1,399.680"
02/05/2013,"1,405.149"
02/06/2013,"1,408.347"
02/07/2013,"1,401.920"
02/08/2013,"1,410.442"
02/11/2013,"1,405.700"
02/12/2013,"1,413.833"
02/13/2013,"1,413.805"
02/14/2013,"1,411.590"
02/15/2013,"1,406.915"
02/18/2013,"1,408.460"
02/19/2013,"1,419.815"
02/20/2013,"1,410.013"
02/21/2013,"1,392.105"
02/22/2013,"1,402.052"
02/25/2013,"1,391.218"
02/26/2013,"1,386.059"
02/27/2013,"1,399.427"
02/28/2013,"1,405.180"
03/01/2013,"1,401.749"
03/04/2013,"1,404.942"
03/05/2013,"1,420.254"
03/06/2013,"1,422.258"
03/07/2013,"1,424.883"
03/08/2013,"1,428.716"
03/11/2013,"1,434.828"
03/12/2013,"1,433.278"
03/13/2013,"1,429.838"
03/14/2013,"1,440.207"
03/15/2013,"1,444.476"
03/18/2013,"1,430.967"
03/19/2013,"1,426.753"
03/20/2013,"1,434.352"
03/21/2013,"1,426.663"
03/22/2013,"1,432.331"
03/25/2013,"1,426.714"
03/26/2013,"1,432.636"
03/27/2013,"1,428.946"
03/28/2013,"1,434.619"
03/29/2013,"1,434.515"
04/01/2013,"1,428.036"
04/02/2013,"1,435.412"
04/03/2013,"1,425.587"
04/04/2013,"1,422.219"
04/05/2013,"1,419.105"
04/08/2013,"1,426.451"
04/09/2013,"1,433.010"
04/10/2013,"1,452.413"
04/11/2013,"1,462.815"
04/12/2013,"1,456.537"
04/15/2013,"1,431.095"
04/16/2013,"1,438.808"
04/17/2013,"1,420.703"
04/18/2013,"1,413.722"
04/19/2013,"1,422.253"
04/22/2013,"1,427.075"
04/23/2013,"1,443.856"
04/24/2013,"1,450.793"
04/25/2013,"1,459.258"
04/26/2013,"1,457.799"
04/29/2013,"1,468.438"
04/30/2013,"1,476.139"
05/01/2013,"1,466.533"
05/02/2013,"1,469.723"
05/03/2013,"1,482.458"
05/06/2013,"1,481.850"
05/07/2013,"1,492.065"
05/08/2013,"1,503.663"
05/09/2013,"1,495.741"
05/10/2013,"1,495.839"
05/13/2013,"1,497.398"
05/14/2013,"1,505.972"
05/15/2013,"1,510.866"
05/16/2013,"1,508.015"
05/17/2013,"1,512.983"
05/20/2013,"1,518.406"
05/21/2013,"1,520.635"
05/22/2013,"1,512.895"
05/23/2013,"1,493.443"
05/24/2013,"1,492.745"
05/27/2013,"1,489.583"
05/28/2013,"1,497.127"
05/29/2013,"1,489.440"
05/30/2013,"1,491.787"
05/31/2013,"1,471.933"
06/03/2013,"1,472.736"
06/04/2013,"1,473.481"
06/05/2013,"1,450.946"
06/06/2013,"1,454.909"
06/07/2013,"1,470.216"
06/10/2013,"1,473.129"
06/11/2013,"1,463.424"
06/12/2013,"1,457.574"
06/13/2013,"1,464.201"
06/14/2013,"1,463.828"
06/17/2013,"1,476.973"
06/18/2013,"1,483.039"
06/19/2013,"1,474.879"
06/20/2013,"1,423.867"
06/21/2013,"1,421.185"
06/24/2013,"1,400.976"
06/25/2013,"1,412.534"
06/26/2013,"1,425.513"
06/27/2013,"1,436.029"
06/28/2013,"1,433.548"
07/01/2013,"1,444.335"
07/02/2013,"1,444.856"
07/03/2013,"1,440.585"
07/04/2013,"1,448.222"
07/05/2013,"1,449.052"
07/08/2013,"1,457.517"
07/09/2013,"1,468.468"
07/10/2013,"1,473.314"
07/11/2013,"1,496.672"
07/12/2013,"1,498.306"
07/15/2013,"1,500.938"
07/16/2013,"1,500.526"
07/17/2013,"1,503.378"
07/18/2013,"1,511.126"
07/19/2013,"1,513.517"
07/22/2013,"1,520.616"
07/23/2013,"1,519.765"
07/24/2013,"1,518.380"
07/25/2013,"1,517.722"
07/26/2013,"1,516.206"
07/29/2013,"1,508.857"
07/30/2013,"1,510.324"
07/31/2013,"1,507.913"
08/01/2013,"1,524.915"
08/02/2013,"1,533.853"
08/05/2013,"1,530.462"
08/06/2013,"1,528.059"
08/07/2013,"1,519.330"
08/08/2013,"1,527.822"
08/09/2013,"1,526.905"
08/12/2013,"1,524.060"
08/13/2013,"1,527.194"
08/14/2013,"1,527.041"
08/15/2013,"1,508.135"
08/16/2013,"1,508.802"
08/19/2013,"1,501.387"
08/20/2013,"1,500.588"
08/21/2013,"1,489.650"
08/22/2013,"1,497.798"
08/23/2013,"1,508.490"
08/26/2013,"1,504.407"
08/27/2013,"1,484.400"
08/28/2013,"1,480.031"
08/29/2013,"1,481.113"
08/30/2013,"1,472.738"
09/02/2013,"1,481.179"
09/03/2013,"1,486.063"
09/04/2013,"1,496.294"
09/05/2013,"1,497.581"
09/06/2013,"1,502.400"
09/09/2013,"1,515.913"
