date,msci
10/22/2015,408.141
10/23/2015,412.392
10/26/2015,411.994
10/27/2015,409.858
10/28/2015,413.644
10/29/2015,411.345
10/30/2015,411.249
11/02/2015,413.403
11/03/2015,414.378
11/04/2015,413.954
11/05/2015,413.093
11/06/2015,411.157
11/09/2015,407.955
11/10/2015,407.243
11/11/2015,407.540
11/12/2015,403.115
11/13/2015,398.779
11/16/2015,401.283
11/17/2015,403.668
11/18/2015,406.977
11/19/2015,409.607
11/20/2015,410.398
11/23/2015,409.082
11/24/2015,408.597
11/25/2015,408.967
11/26/2015,410.367
11/27/2015,409.045
11/30/2015,407.197
12/01/2015,411.151
12/02/2015,407.956
12/03/2015,403.928
12/04/2015,407.183
12/07/2015,405.186
12/08/2015,401.138
